Time of Occurrence,City,Crime Description,Victim Age,Victim Gender,Time
2022-07-03 03:52:00,Delhi,COUNTERFEITING,25,M,03:52:00
2022-07-03 16:40:00,Kolkata,SEXUAL ASSAULT,64,M,16:40:00
2022-07-03 03:18:00,Bangalore,EXTORTION,49,M,03:18:00
2022-07-03 17:29:00,Jaipur,KIDNAPPING,53,F,17:29:00
2022-07-03 06:05:00,Bhopal,SEXUAL ASSAULT,47,X,06:05:00
2022-07-03 06:14:00,Bangalore,FRAUD,65,F,06:14:00
2022-07-03 21:26:00,Mumbai,FIREARM OFFENSE,72,F,21:26:00
2022-07-04 01:14:00,Delhi,CYBERCRIME,45,F,01:14:00
2022-07-04 02:27:00,Mumbai,KIDNAPPING,59,X,02:27:00
2022-07-04 03:47:00,Mumbai,ILLEGAL POSSESSION,79,X,03:47:00
2022-07-03 13:38:00,Chennai,HOMICIDE,34,X,13:38:00
2022-07-03 20:28:00,Ludhiana,DOMESTIC VIOLENCE,66,F,20:28:00
2022-07-04 09:28:00,Pune,HOMICIDE,46,X,09:28:00
2022-07-04 11:59:00,Bangalore,ARSON,15,F,11:59:00
2022-07-04 09:53:00,Surat,IDENTITY THEFT,51,M,09:53:00
2022-07-04 01:59:00,Chennai,SHOPLIFTING,78,F,01:59:00
2022-07-04 01:22:00,Rajkot,DOMESTIC VIOLENCE,30,M,01:22:00
2022-07-04 14:10:00,Ludhiana,EXTORTION,43,F,14:10:00
2022-07-04 02:29:00,Hyderabad,DOMESTIC VIOLENCE,52,X,02:29:00
2022-07-04 15:19:00,Mumbai,ASSAULT,74,F,15:19:00
2022-07-03 23:55:00,Hyderabad,VEHICLE - STOLEN,68,M,23:55:00
2022-07-04 12:32:00,Indore,ROBBERY,63,F,12:32:00
2022-07-04 04:05:00,Ahmedabad,PUBLIC INTOXICATION,12,X,04:05:00
2022-07-04 14:37:00,Bangalore,TRAFFIC VIOLATION,20,X,14:37:00
2022-07-04 13:27:00,Kanpur,SHOPLIFTING,10,M,13:27:00
2022-07-04 08:08:00,Delhi,VEHICLE - STOLEN,51,M,08:08:00
2022-07-04 09:05:00,Chennai,ARSON,24,F,09:05:00
2022-07-05 02:06:00,Kolkata,DOMESTIC VIOLENCE,73,F,02:06:00
2022-07-04 05:58:00,Delhi,HOMICIDE,59,F,05:58:00
2022-07-04 17:21:00,Nagpur,DRUG OFFENSE,36,X,17:21:00
2022-07-05 04:05:00,Bhopal,ARSON,39,X,04:05:00
2022-07-04 18:32:00,Nashik,COUNTERFEITING,72,F,18:32:00
2022-07-04 23:43:00,Mumbai,DOMESTIC VIOLENCE,40,F,23:43:00
2022-07-04 10:01:00,Bangalore,TRAFFIC VIOLATION,11,M,10:01:00
2022-07-04 17:02:00,Bangalore,ASSAULT,26,X,17:02:00
2022-07-04 18:15:00,Bangalore,FIREARM OFFENSE,22,M,18:15:00
2022-07-04 15:31:00,Surat,PUBLIC INTOXICATION,74,F,15:31:00
2022-07-04 18:23:00,Nagpur,IDENTITY THEFT,72,M,18:23:00
2022-07-04 16:18:00,Bangalore,ROBBERY,19,F,16:18:00
2022-07-04 19:56:00,Delhi,ILLEGAL POSSESSION,18,M,19:56:00
2022-07-05 01:01:00,Bangalore,HOMICIDE,46,F,01:01:00
2022-07-05 04:15:00,Hyderabad,DRUG OFFENSE,43,X,04:15:00
2022-07-05 13:13:00,Delhi,KIDNAPPING,47,M,13:13:00
2022-07-05 17:49:00,Jaipur,ROBBERY,40,F,17:49:00
2022-07-05 03:10:00,Mumbai,PUBLIC INTOXICATION,10,F,03:10:00
2022-07-05 10:26:00,Chennai,TRAFFIC VIOLATION,55,M,10:26:00
2022-07-05 07:08:00,Chennai,KIDNAPPING,36,M,07:08:00
2022-07-05 02:58:00,Kolkata,SEXUAL ASSAULT,69,F,02:58:00
2022-07-05 17:46:00,Kanpur,HOMICIDE,35,F,17:46:00
2022-07-05 16:48:00,Pune,CYBERCRIME,37,X,16:48:00
2022-07-05 15:41:00,Indore,CYBERCRIME,34,X,15:41:00
2022-07-05 06:05:00,Chennai,TRAFFIC VIOLATION,44,M,06:05:00
2022-07-05 04:03:00,Kolkata,PUBLIC INTOXICATION,22,F,04:03:00
2022-07-05 10:22:00,Agra,COUNTERFEITING,17,M,10:22:00
2022-07-05 10:40:00,Delhi,DOMESTIC VIOLENCE,26,X,10:40:00
2022-07-05 16:03:00,Kolkata,KIDNAPPING,70,F,16:03:00
2022-07-05 16:07:00,Kanpur,VANDALISM,27,F,16:07:00
2022-07-05 20:55:00,Kolkata,FIREARM OFFENSE,39,F,20:55:00
2022-07-06 08:56:00,Thane,PUBLIC INTOXICATION,42,M,08:56:00
2022-07-05 13:09:00,Jaipur,FIREARM OFFENSE,76,F,13:09:00
2022-07-06 04:57:00,Bangalore,VANDALISM,51,X,04:57:00
2022-07-06 00:54:00,Ahmedabad,BURGLARY,26,M,00:54:00
2022-07-05 15:45:00,Bangalore,VEHICLE - STOLEN,38,F,15:45:00
2022-07-06 11:08:00,Ahmedabad,ASSAULT,71,X,11:08:00
2022-07-06 14:39:00,Mumbai,VEHICLE - STOLEN,62,X,14:39:00
2022-07-06 07:44:00,Delhi,DOMESTIC VIOLENCE,53,X,07:44:00
2022-07-06 15:00:00,Pune,FRAUD,54,F,15:00:00
2022-07-05 19:12:00,Delhi,ILLEGAL POSSESSION,40,X,19:12:00
2022-07-06 13:56:00,Mumbai,CYBERCRIME,26,M,13:56:00
2022-07-06 09:47:00,Mumbai,VANDALISM,72,F,09:47:00
2022-07-06 02:46:00,Surat,SHOPLIFTING,78,X,02:46:00
2022-07-06 10:59:00,Bangalore,VEHICLE - STOLEN,75,M,10:59:00
2022-07-06 06:42:00,Chennai,DRUG OFFENSE,58,F,06:42:00
2022-07-07 00:52:00,Kolkata,FRAUD,60,X,00:52:00
2022-07-06 13:47:00,Bangalore,EXTORTION,18,M,13:47:00
2022-07-07 02:50:00,Hyderabad,VEHICLE - STOLEN,30,X,02:50:00
2022-07-06 16:33:00,Delhi,ROBBERY,78,X,16:33:00
2022-07-07 02:38:00,Mumbai,VEHICLE - STOLEN,14,F,02:38:00
2022-07-07 03:50:00,Varanasi,BURGLARY,51,X,03:50:00
2022-07-06 22:13:00,Mumbai,FRAUD,58,M,22:13:00
2022-07-06 15:42:00,Ahmedabad,KIDNAPPING,44,X,15:42:00
2022-07-07 00:47:00,Bangalore,COUNTERFEITING,31,F,00:47:00
2022-07-06 16:22:00,Delhi,FRAUD,61,X,16:22:00
2022-07-06 20:37:00,Agra,VANDALISM,58,F,20:37:00
2022-07-06 13:54:00,Indore,VANDALISM,15,F,13:54:00
2022-07-07 03:34:00,Srinagar,ASSAULT,21,X,03:34:00
2022-07-06 18:12:00,Surat,FIREARM OFFENSE,29,X,18:12:00
2022-07-07 11:05:00,Bangalore,COUNTERFEITING,65,X,11:05:00
2022-07-06 20:40:00,Delhi,TRAFFIC VIOLATION,41,F,20:40:00
2022-07-07 08:06:00,Hyderabad,KIDNAPPING,46,X,08:06:00
2022-07-07 04:04:00,Mumbai,PUBLIC INTOXICATION,64,F,04:04:00
2022-07-06 20:24:00,Delhi,FRAUD,24,M,20:24:00
2022-07-07 17:20:00,Kalyan,FRAUD,49,M,17:20:00
2022-07-07 09:25:00,Mumbai,VANDALISM,66,F,09:25:00
2022-07-07 12:47:00,Nagpur,SHOPLIFTING,16,X,12:47:00
2022-07-07 19:23:00,Kolkata,ASSAULT,32,M,19:23:00
2022-07-07 14:31:00,Kanpur,KIDNAPPING,66,M,14:31:00
2022-07-07 02:16:00,Delhi,TRAFFIC VIOLATION,67,M,02:16:00
2022-07-08 01:35:00,Jaipur,ASSAULT,77,X,01:35:00
2022-07-07 08:28:00,Delhi,HOMICIDE,25,X,08:28:00
2022-07-07 10:53:00,Lucknow,ARSON,26,M,10:53:00
2022-07-07 11:17:00,Mumbai,SHOPLIFTING,60,M,11:17:00
2022-07-07 07:51:00,Hyderabad,IDENTITY THEFT,13,M,07:51:00
2022-07-07 17:07:00,Pune,COUNTERFEITING,39,F,17:07:00
2022-07-07 23:04:00,Surat,FIREARM OFFENSE,66,M,23:04:00
2022-07-08 04:53:00,Mumbai,ILLEGAL POSSESSION,48,M,04:53:00
2022-07-08 01:07:00,Surat,FRAUD,38,M,01:07:00
2022-07-08 02:32:00,Delhi,CYBERCRIME,45,X,02:32:00
2022-07-07 13:53:00,Surat,SHOPLIFTING,34,X,13:53:00
2022-07-08 03:43:00,Hyderabad,ASSAULT,66,M,03:43:00
2022-07-07 22:42:00,Kanpur,HOMICIDE,41,F,22:42:00
2022-07-07 16:03:00,Mumbai,ASSAULT,17,M,16:03:00
2022-07-08 01:03:00,Hyderabad,ARSON,50,X,01:03:00
2022-07-07 17:13:00,Bhopal,HOMICIDE,47,X,17:13:00
2022-07-08 07:24:00,Mumbai,PUBLIC INTOXICATION,39,X,07:24:00
2022-07-07 23:38:00,Vasai,KIDNAPPING,24,M,23:38:00
2022-07-08 14:53:00,Delhi,DRUG OFFENSE,75,M,14:53:00
2022-07-08 02:13:00,Mumbai,VANDALISM,31,X,02:13:00
2022-07-08 15:46:00,Ahmedabad,ILLEGAL POSSESSION,11,M,15:46:00
2022-07-08 16:05:00,Pune,DOMESTIC VIOLENCE,22,F,16:05:00
2022-07-08 07:35:00,Hyderabad,VEHICLE - STOLEN,20,M,07:35:00
2022-07-08 03:18:00,Mumbai,TRAFFIC VIOLATION,12,F,03:18:00
2022-07-08 02:39:00,Chennai,ASSAULT,26,X,02:39:00
2022-07-09 00:12:00,Kanpur,ILLEGAL POSSESSION,51,F,00:12:00
2022-07-08 16:54:00,Ahmedabad,ILLEGAL POSSESSION,27,M,16:54:00
2022-07-08 06:44:00,Varanasi,ARSON,70,X,06:44:00
2022-07-08 09:37:00,Delhi,VANDALISM,74,F,09:37:00
2022-07-09 01:45:00,Jaipur,ROBBERY,78,F,01:45:00
2022-07-08 19:46:00,Chennai,ILLEGAL POSSESSION,56,F,19:46:00
2022-07-09 08:53:00,Patna,FRAUD,61,M,08:53:00
2022-07-08 10:48:00,Surat,ILLEGAL POSSESSION,30,M,10:48:00
2022-07-08 11:28:00,Pune,CYBERCRIME,75,X,11:28:00
2022-07-09 09:16:00,Chennai,ASSAULT,17,X,09:16:00
2022-07-09 04:41:00,Hyderabad,EXTORTION,68,M,04:41:00
2022-07-09 04:22:00,Delhi,CYBERCRIME,58,X,04:22:00
2022-07-08 15:05:00,Bhopal,CYBERCRIME,74,F,15:05:00
2022-07-09 13:02:00,Patna,HOMICIDE,43,X,13:02:00
2022-07-09 11:55:00,Delhi,ROBBERY,73,F,11:55:00
2022-07-09 09:23:00,Mumbai,KIDNAPPING,29,X,09:23:00
2022-07-09 14:21:00,Lucknow,FRAUD,15,F,14:21:00
2022-07-09 15:17:00,Delhi,FIREARM OFFENSE,16,X,15:17:00
2022-07-09 09:48:00,Mumbai,ARSON,25,M,09:48:00
2022-07-09 08:18:00,Delhi,FRAUD,16,M,08:18:00
2022-07-09 08:06:00,Delhi,HOMICIDE,35,F,08:06:00
2022-07-09 14:20:00,Kolkata,BURGLARY,47,X,14:20:00
2022-07-09 15:32:00,Delhi,DRUG OFFENSE,10,X,15:32:00
2022-07-09 20:08:00,Surat,FIREARM OFFENSE,56,X,20:08:00
2022-07-09 12:57:00,Delhi,ILLEGAL POSSESSION,24,F,12:57:00
2022-07-09 07:02:00,Delhi,FIREARM OFFENSE,61,F,07:02:00
2022-07-09 05:30:00,Delhi,ILLEGAL POSSESSION,77,M,05:30:00
2022-07-09 23:32:00,Jaipur,CYBERCRIME,10,M,23:32:00
2022-07-09 10:53:00,Kalyan,ROBBERY,24,F,10:53:00
2022-07-09 15:24:00,Pune,COUNTERFEITING,12,M,15:24:00
2022-07-10 07:37:00,Nagpur,BURGLARY,11,F,07:37:00
2022-07-09 10:37:00,Mumbai,COUNTERFEITING,29,X,10:37:00
2022-07-10 06:30:00,Delhi,ARSON,38,F,06:30:00
2022-07-09 22:08:00,Agra,SHOPLIFTING,68,M,22:08:00
2022-07-09 23:46:00,Jaipur,VANDALISM,79,F,23:46:00
2022-07-10 07:09:00,Delhi,ASSAULT,38,M,07:09:00
2022-07-09 20:35:00,Mumbai,VANDALISM,21,M,20:35:00
2022-07-10 01:19:00,Mumbai,ROBBERY,76,M,01:19:00
2022-07-10 03:59:00,Delhi,ASSAULT,14,M,03:59:00
2022-07-10 14:46:00,Pune,PUBLIC INTOXICATION,77,F,14:46:00
2022-07-10 13:17:00,Vasai,ASSAULT,27,X,13:17:00
2022-07-09 22:02:00,Bangalore,KIDNAPPING,66,X,22:02:00
2022-07-10 10:32:00,Kanpur,ROBBERY,37,X,10:32:00
2022-07-10 03:48:00,Indore,ASSAULT,63,X,03:48:00
2022-07-10 04:20:00,Kolkata,CYBERCRIME,11,F,04:20:00
2022-07-10 02:12:00,Delhi,VANDALISM,55,M,02:12:00
2022-07-10 16:46:00,Agra,IDENTITY THEFT,25,M,16:46:00
2022-07-10 20:40:00,Bangalore,VANDALISM,67,F,20:40:00
2022-07-10 19:09:00,Kalyan,TRAFFIC VIOLATION,13,F,19:09:00
2022-07-10 23:31:00,Kanpur,FRAUD,26,M,23:31:00
2022-07-10 12:14:00,Hyderabad,ASSAULT,11,F,12:14:00
2022-07-10 08:26:00,Jaipur,FRAUD,33,M,08:26:00
2022-07-11 00:58:00,Nagpur,COUNTERFEITING,71,X,00:58:00
2022-07-10 15:16:00,Chennai,ROBBERY,24,F,15:16:00
2022-07-10 16:25:00,Nagpur,EXTORTION,11,F,16:25:00
2022-07-10 16:48:00,Ghaziabad,ROBBERY,34,X,16:48:00
2022-07-10 18:40:00,Mumbai,ROBBERY,61,F,18:40:00
2022-07-10 22:04:00,Kolkata,FIREARM OFFENSE,67,M,22:04:00
2022-07-11 04:02:00,Bangalore,PUBLIC INTOXICATION,13,M,04:02:00
2022-07-11 07:31:00,Kanpur,ARSON,17,M,07:31:00
2022-07-10 15:16:00,Faridabad,FIREARM OFFENSE,42,M,15:16:00
2022-07-11 11:38:00,Mumbai,SHOPLIFTING,31,M,11:38:00
2022-07-11 12:53:00,Delhi,EXTORTION,39,F,12:53:00
2022-07-11 03:20:00,Delhi,ILLEGAL POSSESSION,35,M,03:20:00
2022-07-11 03:59:00,Kolkata,ASSAULT,43,F,03:59:00
2022-07-11 18:49:00,Delhi,CYBERCRIME,49,X,18:49:00
2022-07-11 17:55:00,Ghaziabad,ASSAULT,74,M,17:55:00
2022-07-11 00:22:00,Delhi,CYBERCRIME,71,F,00:22:00
2022-07-11 00:51:00,Kolkata,SHOPLIFTING,78,M,00:51:00
2022-07-11 11:34:00,Bangalore,ILLEGAL POSSESSION,47,F,11:34:00
2022-07-11 04:12:00,Visakhapatnam,SHOPLIFTING,18,X,04:12:00
2022-07-12 01:00:00,Bangalore,BURGLARY,34,X,01:00:00
2022-07-11 06:12:00,Nagpur,PUBLIC INTOXICATION,67,M,06:12:00
2022-07-11 07:06:00,Delhi,TRAFFIC VIOLATION,74,X,07:06:00
2022-07-11 16:40:00,Kolkata,TRAFFIC VIOLATION,65,X,16:40:00
2022-07-12 04:31:00,Chennai,SHOPLIFTING,77,X,04:31:00
2022-07-11 07:57:00,Pune,IDENTITY THEFT,48,M,07:57:00
2022-07-11 08:33:00,Nagpur,ILLEGAL POSSESSION,55,M,08:33:00
2022-07-11 21:24:00,Chennai,VEHICLE - STOLEN,51,X,21:24:00
2022-07-11 16:57:00,Hyderabad,ROBBERY,50,M,16:57:00
2022-07-12 04:05:00,Varanasi,DOMESTIC VIOLENCE,41,M,04:05:00
2022-07-11 18:35:00,Ahmedabad,IDENTITY THEFT,27,M,18:35:00
2022-07-11 20:39:00,Mumbai,SHOPLIFTING,35,X,20:39:00
2022-07-12 07:18:00,Bangalore,COUNTERFEITING,59,M,07:18:00
2022-07-11 22:05:00,Kolkata,BURGLARY,10,X,22:05:00
2022-07-12 03:51:00,Hyderabad,ASSAULT,16,X,03:51:00
2022-07-11 23:31:00,Jaipur,SEXUAL ASSAULT,59,F,23:31:00
2022-07-12 03:45:00,Jaipur,PUBLIC INTOXICATION,58,X,03:45:00
2022-07-12 09:50:00,Bangalore,KIDNAPPING,54,F,09:50:00
2022-07-12 01:51:00,Pune,DOMESTIC VIOLENCE,31,F,01:51:00
2022-07-12 16:16:00,Lucknow,ROBBERY,46,X,16:16:00
2022-07-12 12:48:00,Delhi,TRAFFIC VIOLATION,69,F,12:48:00
2022-07-12 10:43:00,Rajkot,IDENTITY THEFT,66,M,10:43:00
2022-07-12 05:45:00,Ahmedabad,CYBERCRIME,50,F,05:45:00
2022-07-12 20:30:00,Vasai,CYBERCRIME,20,X,20:30:00
2022-07-12 14:26:00,Jaipur,ROBBERY,21,F,14:26:00
2022-07-12 18:37:00,Delhi,COUNTERFEITING,30,F,18:37:00
2022-07-12 22:21:00,Patna,TRAFFIC VIOLATION,71,X,22:21:00
2022-07-12 21:09:00,Nagpur,ILLEGAL POSSESSION,75,M,21:09:00
2022-07-13 04:41:00,Kolkata,ILLEGAL POSSESSION,42,M,04:41:00
2022-07-13 02:34:00,Delhi,CYBERCRIME,33,F,02:34:00
2022-07-12 12:43:00,Surat,EXTORTION,61,X,12:43:00
2022-07-12 18:33:00,Nashik,KIDNAPPING,17,M,18:33:00
2022-07-12 14:31:00,Kolkata,DRUG OFFENSE,53,F,14:31:00
2022-07-12 18:41:00,Nashik,KIDNAPPING,70,M,18:41:00
2022-07-12 20:53:00,Chennai,KIDNAPPING,23,X,20:53:00
2022-07-13 06:49:00,Chennai,BURGLARY,46,M,06:49:00
2022-07-12 15:45:00,Hyderabad,FIREARM OFFENSE,61,F,15:45:00
2022-07-13 12:59:00,Indore,VANDALISM,79,M,12:59:00
2022-07-13 10:48:00,Bangalore,IDENTITY THEFT,24,M,10:48:00
2022-07-13 04:12:00,Chennai,BURGLARY,17,M,04:12:00
2022-07-13 12:48:00,Bangalore,VANDALISM,60,F,12:48:00
2022-07-13 00:59:00,Delhi,FIREARM OFFENSE,24,F,00:59:00
2022-07-13 01:09:00,Hyderabad,ASSAULT,15,F,01:09:00
2022-07-13 07:38:00,Srinagar,VANDALISM,46,M,07:38:00
2022-07-13 20:22:00,Lucknow,VEHICLE - STOLEN,15,X,20:22:00
2022-07-13 01:37:00,Hyderabad,ARSON,34,X,01:37:00
2022-07-13 17:59:00,Chennai,ROBBERY,67,F,17:59:00
2022-07-13 03:21:00,Delhi,ASSAULT,57,F,03:21:00
2022-07-13 17:09:00,Bangalore,DRUG OFFENSE,45,F,17:09:00
2022-07-13 10:58:00,Kanpur,EXTORTION,53,X,10:58:00
2022-07-13 08:00:00,Chennai,PUBLIC INTOXICATION,51,M,08:00:00
2022-07-13 10:15:00,Mumbai,FRAUD,14,X,10:15:00
2022-07-13 20:41:00,Kanpur,FIREARM OFFENSE,57,X,20:41:00
2022-07-13 16:31:00,Rajkot,KIDNAPPING,48,F,16:31:00
2022-07-14 00:05:00,Mumbai,BURGLARY,30,M,00:05:00
2022-07-13 12:32:00,Mumbai,IDENTITY THEFT,17,M,12:32:00
2022-07-14 04:55:00,Bangalore,ARSON,28,F,04:55:00
2022-07-13 22:02:00,Delhi,EXTORTION,31,F,22:02:00
2022-07-13 22:48:00,Vasai,ASSAULT,47,M,22:48:00
2022-07-13 21:16:00,Bangalore,VANDALISM,53,M,21:16:00
2022-07-14 12:36:00,Hyderabad,ILLEGAL POSSESSION,38,X,12:36:00
2022-07-14 02:51:00,Delhi,FIREARM OFFENSE,35,X,02:51:00
2022-07-14 12:35:00,Faridabad,ROBBERY,63,X,12:35:00
2022-07-13 21:35:00,Srinagar,DRUG OFFENSE,22,F,21:35:00
2022-07-14 17:47:00,Kolkata,DOMESTIC VIOLENCE,67,F,17:47:00
2022-07-13 19:07:00,Mumbai,ARSON,18,F,19:07:00
2022-07-13 20:25:00,Kanpur,HOMICIDE,14,F,20:25:00
2022-07-14 10:25:00,Bangalore,FRAUD,13,X,10:25:00
2022-07-14 00:07:00,Lucknow,EXTORTION,50,X,00:07:00
2022-07-14 12:04:00,Delhi,COUNTERFEITING,21,X,12:04:00
2022-07-14 13:14:00,Hyderabad,VEHICLE - STOLEN,39,F,13:14:00
2022-07-14 19:55:00,Mumbai,COUNTERFEITING,53,F,19:55:00
2022-07-14 04:02:00,Delhi,ROBBERY,27,X,04:02:00
2022-07-14 21:25:00,Hyderabad,VEHICLE - STOLEN,40,M,21:25:00
2022-07-14 14:40:00,Bangalore,SEXUAL ASSAULT,29,M,14:40:00
2022-07-14 06:16:00,Ghaziabad,PUBLIC INTOXICATION,34,F,06:16:00
2022-07-14 12:14:00,Hyderabad,ROBBERY,24,F,12:14:00
2022-07-15 04:38:00,Pune,HOMICIDE,25,M,04:38:00
2022-07-14 22:28:00,Kolkata,PUBLIC INTOXICATION,65,M,22:28:00
2022-07-15 01:26:00,Chennai,ASSAULT,25,M,01:26:00
2022-07-15 06:16:00,Chennai,SEXUAL ASSAULT,77,M,06:16:00
2022-07-14 11:24:00,Kolkata,ARSON,18,F,11:24:00
2022-07-14 12:59:00,Bangalore,ILLEGAL POSSESSION,47,X,12:59:00
2022-07-15 08:59:00,Mumbai,ILLEGAL POSSESSION,39,X,08:59:00
2022-07-14 22:50:00,Ahmedabad,VANDALISM,69,F,22:50:00
2022-07-15 01:53:00,Hyderabad,ASSAULT,20,X,01:53:00
2022-07-14 23:34:00,Nagpur,COUNTERFEITING,29,M,23:34:00
2022-07-15 00:20:00,Kolkata,SHOPLIFTING,72,F,00:20:00
2022-07-15 08:24:00,Chennai,PUBLIC INTOXICATION,31,X,08:24:00
2022-07-15 00:43:00,Indore,PUBLIC INTOXICATION,49,X,00:43:00
2022-07-15 17:39:00,Chennai,CYBERCRIME,78,F,17:39:00
2022-07-15 04:17:00,Ghaziabad,ROBBERY,60,X,04:17:00
2022-07-15 09:02:00,Visakhapatnam,TRAFFIC VIOLATION,20,X,09:02:00
2022-07-15 05:05:00,Ghaziabad,EXTORTION,54,X,05:05:00
2022-07-15 02:30:00,Hyderabad,SEXUAL ASSAULT,76,X,02:30:00
2022-07-15 17:55:00,Delhi,VANDALISM,28,F,17:55:00
2022-07-15 18:41:00,Mumbai,ARSON,55,M,18:41:00
2022-07-15 05:09:00,Bangalore,VEHICLE - STOLEN,32,M,05:09:00
2022-07-16 03:42:00,Mumbai,IDENTITY THEFT,46,X,03:42:00
2022-07-15 11:38:00,Delhi,SHOPLIFTING,51,M,11:38:00
2022-07-15 18:40:00,Bhopal,CYBERCRIME,77,F,18:40:00
2022-07-15 13:17:00,Pune,SEXUAL ASSAULT,51,M,13:17:00
2022-07-15 08:31:00,Bangalore,ASSAULT,39,M,08:31:00
2022-07-15 18:12:00,Kolkata,CYBERCRIME,60,M,18:12:00
2022-07-15 10:55:00,Pune,SEXUAL ASSAULT,10,X,10:55:00
2022-07-16 06:55:00,Pune,IDENTITY THEFT,69,M,06:55:00
2022-07-16 04:11:00,Delhi,ASSAULT,24,X,04:11:00
2022-07-16 12:49:00,Chennai,ARSON,27,F,12:49:00
2022-07-16 09:51:00,Delhi,BURGLARY,40,F,09:51:00
2022-07-16 13:26:00,Delhi,ILLEGAL POSSESSION,48,X,13:26:00
2022-07-16 09:26:00,Mumbai,TRAFFIC VIOLATION,25,X,09:26:00
2022-07-16 03:08:00,Surat,ASSAULT,70,M,03:08:00
2022-07-16 12:03:00,Delhi,HOMICIDE,57,X,12:03:00
2022-07-16 12:41:00,Kolkata,VANDALISM,68,M,12:41:00
2022-07-16 13:53:00,Bangalore,ROBBERY,56,M,13:53:00
2022-07-16 09:50:00,Patna,SEXUAL ASSAULT,20,F,09:50:00
2022-07-15 23:39:00,Vasai,FRAUD,34,X,23:39:00
2022-07-16 19:44:00,Ghaziabad,KIDNAPPING,76,M,19:44:00
2022-07-16 16:58:00,Agra,TRAFFIC VIOLATION,20,M,16:58:00
2022-07-16 18:01:00,Bangalore,EXTORTION,31,F,18:01:00
2022-07-16 04:09:00,Varanasi,FIREARM OFFENSE,33,X,04:09:00
2022-07-16 21:32:00,Bangalore,SHOPLIFTING,79,X,21:32:00
2022-07-16 18:03:00,Ghaziabad,ARSON,52,X,18:03:00
2022-07-16 10:54:00,Pune,ROBBERY,13,M,10:54:00
2022-07-16 15:17:00,Delhi,ILLEGAL POSSESSION,52,F,15:17:00
2022-07-16 12:04:00,Lucknow,FRAUD,43,M,12:04:00
2022-07-16 12:48:00,Delhi,HOMICIDE,54,M,12:48:00
2022-07-17 07:14:00,Jaipur,ROBBERY,58,X,07:14:00
2022-07-16 10:50:00,Hyderabad,FRAUD,70,X,10:50:00
2022-07-16 19:12:00,Mumbai,ARSON,37,X,19:12:00
2022-07-16 23:17:00,Lucknow,FIREARM OFFENSE,45,F,23:17:00
2022-07-16 19:26:00,Delhi,FIREARM OFFENSE,53,F,19:26:00
2022-07-16 23:05:00,Nagpur,FIREARM OFFENSE,26,M,23:05:00
2022-07-17 08:30:00,Jaipur,FIREARM OFFENSE,39,X,08:30:00
2022-07-17 12:33:00,Kolkata,FIREARM OFFENSE,56,M,12:33:00
2022-07-17 08:05:00,Srinagar,IDENTITY THEFT,35,X,08:05:00
2022-07-17 10:18:00,Lucknow,EXTORTION,61,X,10:18:00
2022-07-17 16:10:00,Mumbai,HOMICIDE,37,M,16:10:00
2022-07-17 18:05:00,Mumbai,KIDNAPPING,29,M,18:05:00
2022-07-17 00:50:00,Rajkot,TRAFFIC VIOLATION,29,M,00:50:00
2022-07-17 21:08:00,Chennai,KIDNAPPING,79,F,21:08:00
2022-07-17 10:42:00,Bangalore,BURGLARY,35,F,10:42:00
2022-07-17 05:23:00,Delhi,BURGLARY,35,M,05:23:00
2022-07-17 21:59:00,Hyderabad,COUNTERFEITING,68,F,21:59:00
2022-07-17 18:43:00,Ahmedabad,TRAFFIC VIOLATION,77,M,18:43:00
2022-07-17 09:39:00,Kanpur,DOMESTIC VIOLENCE,77,X,09:39:00
2022-07-17 10:45:00,Lucknow,IDENTITY THEFT,53,F,10:45:00
2022-07-17 22:30:00,Nagpur,VANDALISM,20,F,22:30:00
2022-07-17 23:02:00,Ahmedabad,ILLEGAL POSSESSION,16,M,23:02:00
2022-07-17 08:00:00,Lucknow,EXTORTION,36,F,08:00:00
2022-07-18 03:19:00,Chennai,CYBERCRIME,25,F,03:19:00
2022-07-17 19:55:00,Mumbai,SEXUAL ASSAULT,76,X,19:55:00
2022-07-18 01:39:00,Jaipur,ASSAULT,28,F,01:39:00
2022-07-17 16:02:00,Pune,SHOPLIFTING,11,M,16:02:00
2022-07-18 00:20:00,Ahmedabad,ROBBERY,39,F,00:20:00
2022-07-18 00:00:00,Delhi,FIREARM OFFENSE,73,X,00:00:00
2022-07-17 14:43:00,Kalyan,ASSAULT,35,M,14:43:00
2022-07-18 13:31:00,Surat,FRAUD,10,X,13:31:00
2022-07-17 20:26:00,Pune,ARSON,71,M,20:26:00
2022-07-17 22:47:00,Nagpur,ARSON,41,X,22:47:00
2022-07-18 09:30:00,Nagpur,ILLEGAL POSSESSION,73,M,09:30:00
2022-07-18 07:29:00,Delhi,DOMESTIC VIOLENCE,70,X,07:29:00
2022-07-18 13:23:00,Kolkata,PUBLIC INTOXICATION,13,M,13:23:00
2022-07-18 11:58:00,Ahmedabad,SEXUAL ASSAULT,22,F,11:58:00
2022-07-18 02:30:00,Mumbai,ROBBERY,14,X,02:30:00
2022-07-18 16:04:00,Pune,ASSAULT,66,M,16:04:00
2022-07-18 23:46:00,Bangalore,EXTORTION,68,M,23:46:00
2022-07-18 14:01:00,Delhi,FIREARM OFFENSE,51,M,14:01:00
2022-07-18 12:31:00,Thane,COUNTERFEITING,51,M,12:31:00
